AccID	138011N	138011T	138228N	138228T	138239N	138239T
MIR6834	0	0	0	0	0	0
MIR6831	0	0	0	0	0	0
LOC105377067	0	0	0	1	0	0
MIR6832	0	0	0	0	0	0
LOC105377068	0	0	0	0	0	0
MIR6830	0	0	0	0	0	0
LOC105377063	0	1	0	0	0	0
LOC105377094	0	0	0	0	0	0
LOC105377095	0	0	0	0	0	0
LOC105377091	0	0	0	0	0	0
RNU6-1240P	0	0	0	0	0	0
MIR6819	0	0	0	0	0	0
MIR6828	0	0	0	0	0	0
MIR6829	0	0	0	0	0	0
MIR6826	0	0	0	0	0	0
MIR6827	0	0	0	0	0	0
MIR6824	0	0	0	0	0	0
MIR6825	0	0	0	0	0	0
MIR6822	0	0	0	0	0	0
MIR6823	0	0	0	0	0	0
MIR6820	0	0	0	0	0	0
MIR6821	0	0	0	0	0	0
LOC105377096	0	0	0	0	0	0
LOC105377097	0	0	0	0	0	0
LOC105377098	0	0	0	0	0	0
LOC105377099	0	0	0	0	0	0
LOC105377082	0	0	0	0	0	0
LOC105377083	0	0	0	0	0	0
RNU6-1241P	0	0	0	0	0	0
MIR6808	0	0	0	0	0	0
MIR6809	0	0	0	0	0	0
LOC151174	0	0	0	1	0	0
MIR6817	0	0	0	0	0	0
MIR6818	0	0	0	0	0	0
SNRK	106	105	99	76	93	30
MIR6815	0	0	0	0	0	0
MIR6816	0	0	0	0	0	0
MIR6813	0	0	0	0	0	0
MIR6814	0	0	0	0	0	0
MIR6811	0	0	0	0	0	0
MIR6812	0	0	0	0	0	0
LOC105377089	0	0	0	0	0	0
MIR6810	0	0	0	0	0	0
LOC105377085	0	0	0	0	0	0
LOC105377086	0	0	0	0	0	0
LOC105377087	0	0	0	0	0	0
LOC105377088	0	0	0	0	0	0
FHP1	0	0	0	0	0	0
OGFOD3	42	127	98	129	63	318
RPS15AP1	0	0	0	0	0	0
RPS15AP2	0	0	0	0	0	0
RPS15AP3	0	0	0	0	0	0
RPS15AP4	0	0	0	0	0	0
RPS15AP5	0	0	0	0	0	0
RPS15AP6	0	0	0	0	0	0
RPS15AP7	0	0	0	0	0	0
RPS15AP8	0	0	0	0	0	0
RPS15AP9	0	0	0	0	0	0
LOC105377038	0	0	0	0	0	1
LOC105377039	0	0	0	0	0	0
RNU6-1235P	0	0	0	0	0	0
MIR6767	0	0	0	0	0	0
OGFOD1	120	119	135	168	128	162
OGFOD2	27	36	16	40	26	59
LOC645202	0	0	0	0	0	0
MIR6768	0	0	0	0	0	0
MIR6765	0	0	0	0	0	0
LOC105377034	0	0	0	0	0	0
LOC105377035	0	2	0	0	1	0
MIR6766	0	0	0	0	0	0
MIR6763	0	0	0	0	0	0
MIR6764	0	0	0	0	0	0
LOC105377037	0	0	0	0	0	0
MIR6761	0	0	0	0	0	0
LOC105377030	0	0	0	0	0	0
MIR6762	0	0	0	0	0	0
LOC105377031	0	0	0	0	0	0
MIR6760	0	0	0	0	0	0
LOC105377033	2	0	2	0	6	1
FNDC9	0	0	0	0	0	0
FNDC7	1	1	1	2	1	3
FNDC8	0	0	0	0	0	0
FNDC5	13	286	119	6	26	0
DDX6P2	0	0	0	0	0	0
FNDC4	69	284	177	34	168	92
SNTN	0	0	0	0	0	0
FNDC1	40	3	9	184	4	116
MIR6758	0	0	0	0	0	0
RNU6-1236P	0	0	0	0	0	0
MIR6759	0	0	0	0	0	0
MIR6756	0	0	0	0	0	0
LOC105377029	0	0	0	1	0	0
MIR6757	0	0	0	0	0	0
MIR6754	0	0	0	0	0	0
LOC105377023	1	0	4	0	0	0
MIR6755	0	0	0	0	0	0
LOC105377024	0	0	0	0	0	0
TAGLN2	189	235	199	1113	193	7114
MIR6752	0	0	0	0	0	0
PCBP1-AS1	86	81	59	56	90	22
MIR6753	0	0	0	0	0	1
TAGLN3	1	0	0	3	0	0
MIR6750	0	0	0	0	0	0
MIR6751	0	0	0	0	0	0
BVES-AS1	0	0	0	0	0	0
LOC105377021	0	0	0	0	0	0
LOC105377022	0	0	0	0	1	0
RN7SL759P	0	0	0	0	0	0
LOC105377051	0	0	0	0	0	0
CAPSL	0	0	0	0	0	0
RNU6-1232P	0	0	0	0	0	0
DDX6P1	0	0	0	0	0	0
SNX3	149	428	341	448	395	238
SNX4	220	373	302	287	374	195
MIR6749	0	0	0	0	0	0
SNX1	473	342	526	596	509	551
SNX2	407	462	405	300	669	240
MIR6747	0	0	0	0	0	0
MIR6748	0	0	0	0	0	0
MIR6745	0	0	0	0	0	0
MIR6746	0	0	0	0	0	0
RNU6-1233P	0	0	0	0	0	0
MIR6743	0	0	0	0	0	0
LOC105377056	0	0	0	0	0	0
MIR6744	0	0	0	0	0	0
MIR6741	0	0	0	0	0	0
SNX9	451	651	640	526	620	687
MIR6742	0	0	0	0	0	0
LOC105377059	1	0	0	0	0	0
SNX7	110	202	131	437	134	53
LOC105377052	0	0	0	0	0	0
MIR6740	0	0	0	0	0	0
SNX8	48	75	61	177	60	230
LOC440300	0	0	0	2	0	0
SNX5	464	415	496	603	583	673
LOC105377054	0	0	0	0	0	0
SNX6	455	378	444	565	621	316
LOC105377055	0	0	0	0	0	0
RPE65	0	0	2	0	0	0
MIR6738	0	0	0	0	0	0
MIR6739	0	0	0	0	0	0
SNW1	194	293	167	362	275	186
MIR6736	0	0	0	0	0	0
MIR6737	0	0	0	0	0	0
MIR6734	0	0	0	0	0	0
RNU6-1234P	0	0	0	0	0	0
MIR6735	0	0	0	0	0	0
MIR6732	0	0	0	0	0	0
LOC105377045	0	0	0	0	0	0
MIR6733	0	0	0	0	0	0
LOC105377046	0	0	0	0	0	0
MIR6730	0	0	0	0	0	0
CRIPAK	0	0	0	1	0	2
MIR6731	0	0	0	0	0	0
LOC105377048	0	0	0	0	0	0
LOC105377043	0	2	1	0	0	0
RN7SL757P	0	0	0	0	0	0
USP24P1	0	0	0	0	0	0
CAB39P1	0	0	0	0	0	0
RNU6-1239P	0	0	0	0	0	0
RNU6-848P	0	0	0	0	0	0
MIR6790	0	0	0	0	0	0
MIR6791	0	0	0	0	0	0
RN7SL756P	0	0	0	0	0	0
ARHGAP23P1	4	2	0	37	1	19
CSDE1	3088	3458	3465	2943	3971	4230
RNU6-847P	0	0	0	0	0	0
MIR6798	0	0	0	0	0	0
MIR6799	0	0	0	0	0	0
MIR6796	0	0	0	0	0	0
MIR6797	0	0	0	0	0	0
ACTN1-AS1	0	0	0	1	0	0
MIR6794	0	0	0	0	0	0
MIR6795	0	0	0	0	0	0
STK40	149	183	214	205	236	219
MIR6792	0	0	0	0	0	0
MIR6793	0	0	0	0	0	0
CAPS2	39	38	16	44	25	1
LOC645266	0	0	0	0	0	0
SERTAD3	1	0	8	9	3	20
RNU6-1237P	0	0	0	0	0	0
SERTAD4	0	0	0	2	0	0
SERTAD1	7	0	6	10	4	12
LOC105377016	4	0	0	1	0	0
SERTAD2	13	5	5	10	3	6
LOC105377017	0	0	0	0	0	0
MIR6789	0	0	0	0	0	0
LOC105377018	0	0	0	0	0	0
LOC105377019	0	0	0	0	0	0
MIR6787	0	0	0	0	0	0
MIR6788	0	0	0	0	0	0
LOC105377013	1	0	0	0	0	0
TRIM77BP	0	0	0	0	0	0
MIR6785	0	0	0	0	0	0
MIR6786	0	0	0	0	0	0
LOC105377015	0	0	0	1	2	0
LOC645261	0	0	0	0	0	0
MIR6783	0	0	0	0	0	0
MIR6784	0	0	0	0	0	0
MIR6781	0	0	0	0	0	0
MIR6782	0	0	0	0	0	0
CENPVP1	0	0	0	0	0	0
CENPVP2	0	0	0	0	0	0
CENPVP3	0	0	0	0	0	0
RN7SL754P	0	0	0	1	0	0
LOC105377009	0	0	0	0	0	0
RNU6-849P	0	0	0	0	0	0
RNU6-1238P	0	0	0	0	0	0
LOC105377005	0	0	0	0	0	0
CSDC2	1	0	0	4	1	0
LOC105377006	2	0	0	2	2	0
MIR6778	0	0	0	0	0	0
LOC105377007	0	0	0	0	0	0
MIR6779	0	0	0	0	0	0
LOC105377008	0	0	0	0	0	0
MIR6776	0	0	0	0	0	0
LOC105377001	0	0	0	0	0	0
MIR6777	0	0	0	0	0	0
LOC105377002	0	0	0	0	0	0
LOC105377003	0	0	0	0	0	0
MIR6774	0	0	0	0	0	0
LOC105377004	0	0	0	0	0	0
MIR6775	0	0	0	0	0	0
MIR6772	0	0	0	0	0	0
MIR6773	0	0	0	0	0	0
LOC105377000	1	0	0	2	0	0
MIR6771	0	0	0	0	0	0
RN7SL753P	0	0	0	0	0	0
CYP46A1	9	9	0	1	1	1
OR2U2P	0	0	0	0	0	0
CAPN8	3	4	0	4	2	41
CAPN9	1	0	0	15	0	26
CAPN6	12	1	0	0	3	4
CAPN7	541	592	386	320	662	127
DUOXA1	0	0	0	19	0	0
CAPN5	350	858	444	452	335	657
DUOXA2	2	0	0	5	2	13
CAPN2	472	656	328	1652	451	2205
CAPN3	289	169	206	215	213	80
RNU6-844P	0	0	0	0	0	0
CAPN1	386	331	479	1186	351	2511
COQ10BP2	0	0	0	0	0	0
LOC105980077	0	0	0	0	0	0
COQ10BP1	0	0	0	0	0	0
OR2U1P	0	0	0	0	0	0
RN7SL752P	0	0	0	0	0	0
RNU6-843P	0	0	0	0	0	0
LOC645272	0	0	0	0	0	0
LOC440353	4	1	1	10	0	3
LOC440390	0	0	0	0	0	0
FLJ26850	0	0	0	1	0	0
LOC728095	0	0	0	0	0	0
CEND1P1	0	0	0	0	0	0
CEND1P2	0	0	0	0	0	0
LOC100507210	0	0	0	0	0	0
LOC728098	0	0	0	0	0	0
LOC728099	0	1	0	0	0	0
RN7SL751P	0	0	0	0	0	0
LOC440386	0	0	0	0	0	0
NDUFB9P2	0	0	0	0	0	0
NDUFB9P3	0	0	0	0	0	0
LOC645297	0	0	0	0	0	0
RNU6-845P	0	0	0	0	0	0
LOC100507205	0	0	0	0	0	0
LOC100507201	0	0	0	0	0	0
TRC-GCA8-1	0	0	0	0	0	0
SOBP	12	43	16	64	12	10
DNPH1	60	139	81	73	76	145
ZNF252P	46	53	48	43	57	126
LOC100507231	0	0	0	0	0	0
H2BFXP	0	0	0	0	0	0
BTG3P1	0	0	0	0	0	0
LOC728084	0	0	0	0	0	0
LOC100507221	0	0	0	0	0	0
H2BFWT	0	0	0	0	0	0
NHEG1	0	0	0	0	0	0
LOC440313	0	0	0	0	0	0
LOC440311	0	0	0	0	0	0
CHCHD4P1	0	0	0	0	0	0
CHCHD4P4	0	0	0	0	0	0
CHCHD4P5	0	0	0	0	0	0
CHCHD4P2	0	0	0	0	0	0
CHCHD4P3	0	0	0	0	0	0
OC90	0	0	0	0	0	0
DNPEP	171	286	208	472	192	350
LOC100507250	1	0	0	1	0	5
RNU6-842P	0	0	0	0	0	0
LOC440346	0	0	0	0	0	0
RNU1-30P	0	0	0	0	0	0
SOD2	563	781	2308	997	1304	3999
SOD3	11	2	0	15	0	25
SOD1	1572	2682	3495	784	3272	2493
EEPD1	31	123	37	51	55	378
LEF1-AS1	0	0	0	3	0	0
RNU6-841P	0	0	0	0	0	0
FDPSP10	0	0	0	0	0	0
RNU1-31P	0	0	0	0	0	0
LOC100507156	0	0	0	0	0	0
PLCE1	66	78	23	286	42	53
RNU6-860P	0	0	0	0	0	0
JUNB	1	0	0	0	0	0
NHLRC3	145	363	150	114	115	108
NHLRC4	1	0	0	0	0	0
RNU1-32P	0	0	0	0	0	0
LOC100507144	1	0	0	3	1	0
LOC728283	0	0	0	0	0	0
LOC100507140	0	0	0	0	0	0
NHLRC1	0	0	0	0	0	0
NHLRC2	325	238	201	202	288	118
RNU1-33P	0	0	0	0	0	0
FICD	1	2	3	9	3	21
LOC283140	6	4	3	1	5	1
LOC100507175	0	0	0	0	0	0
CRACR2A	48	32	22	50	55	39
CRACR2B	12	0	4	9	7	93
PPP4C	140	226	144	368	128	561
PLCG2	408	294	396	410	404	401
PLCG1	334	357	209	975	248	573
RNU6-862P	0	0	0	0	0	0
RNU1-34P	0	0	0	0	0	0
NSUN5P1	42	37	30	37	27	124
JUND	3	0	0	0	0	3
NSUN5P2	49	30	22	46	15	129
DNASE2B	2	2	2	0	0	0
HINT2P1	0	0	0	0	0	0
MTHFD1P1	0	0	0	0	0	0
SLC6A5	0	0	0	0	0	0
FIBP	126	129	118	523	107	331
SLC6A6	63	10	32	192	56	271
SLC6A7	0	0	0	0	0	0
PPP5C	148	165	179	304	207	691
SLC6A8	11	12	9	439	14	280
SLC6A9	8	6	2	141	6	31
GIPC3	10	0	7	6	4	14
GIPC1	102	290	114	595	75	391
GIPC2	76	67	92	58	85	16
PLCH1	8	0	0	23	1	12
PLCH2	3	7	3	0	0	0
RNU6-861P	0	0	0	0	0	0
RNU1-35P	0	0	0	0	0	0
LOC440292	1	2	2	3	0	0
HRCT1	0	0	0	0	0	0
OR2W2P	0	0	0	0	0	0
SLC6A1	880	1975	1127	62	911	376
SLC6A2	0	0	1	0	1	87
SLC6A3	0	0	0	0	0	0
SLC6A4	0	3	0	2	0	0
IMPA1	118	109	128	68	108	111
LOC100507194	0	0	0	0	0	0
IMPA2	89	164	172	275	94	1014
OPN1LW	0	0	0	0	0	0
LOC100507195	12	0	4	10	7	4
ARL2BPP10	0	0	0	0	0	0
RNU1-36P	0	0	0	0	0	0
LOC100507191	0	0	0	0	0	0
PLCB3	130	77	103	321	100	596
AKR7A2P1	0	0	0	0	0	0
PLCB4	51	36	3	12	30	6
OPN1MW	0	0	0	0	0	0
PLCB1	141	646	103	256	157	627
PLCB2	292	55	256	346	356	220
FAM71F1	0	0	0	1	0	7
OCA2	1	0	2	20	2	1
FIGF	7	2	2	4	2	1
FIGN	20	4	0	32	10	1
FAM71F2	3	7	2	7	4	15
CARD8	162	103	108	201	158	209
CARD9	10	3	13	48	12	50
CARD6	8	2	4	21	18	2
TTC9B	0	0	0	0	0	0
TTC9C	8	17	11	26	17	14
RNU1-38P	0	0	0	0	0	0
POU4F1	0	0	0	0	0	0
FAM71E1	3	5	2	7	3	10
POU4F2	0	0	0	0	0	0
POU4F3	0	0	0	0	0	0
FAM71E2	0	0	0	0	0	0
FIG4	171	122	130	156	140	98
PLCD3	14	6	9	601	8	283
PLCD4	5	1	1	43	1	1
PLCD1	124	59	66	70	81	78
CSF3R	102	15	53	134	91	65
SLC35E1P1	0	0	0	0	0	0
YEATS4	29	69	38	69	46	25
RNU6-1250P	0	0	0	0	0	0
RNU1-39P	0	0	0	0	0	0
HOXA-AS3	0	0	0	1	0	0
HOXA-AS2	0	1	0	0	0	0
OR7D1P	0	0	0	0	0	0
RNU6-1251P	0	0	0	0	0	0
ENKUR	3	0	4	22	0	5
STIM1	339	832	359	562	271	645
STIM2	114	142	120	238	105	115
CSF1R	581	84	785	708	923	783
STIP1	193	437	234	906	333	1076
IMPG1	0	0	0	0	0	0
IMPG2	4	1	1	13	3	1
ADAMTSL4-AS1	2	0	0	1	1	9
PROS2P	0	0	0	0	0	0
MIR199A2	0	0	0	0	2	0
YEATS2	194	211	155	603	202	382
MIR199A1	0	0	0	0	0	0
LOC105377191	0	0	0	0	0	0
LOC105377192	0	0	0	0	0	0
LOC105377193	0	0	0	0	0	0
LOC105377190	0	0	0	0	0	0
RNU6-1254P	0	0	0	0	0	0
PPP6C	128	68	82	172	141	95
RNU6-1255P	0	0	0	0	0	0
LOC105377199	0	0	0	0	0	2
SOST	0	0	0	0	0	0
LOC105377196	0	0	0	0	0	0
LOC105377198	0	0	0	0	0	0
LOC105377180	0	0	0	0	0	0
LOC105377181	0	0	0	0	0	0
LOC105377182	0	0	0	0	0	0
LOC105377183	0	0	0	0	0	0
SORD	1414	1295	1772	115	1352	853
RNU6-1256P	0	0	0	0	0	0
LOC105377188	0	0	0	0	0	0
SOS1	565	688	513	766	677	206
SP3P	0	0	0	0	0	0
SOS2	441	619	420	855	653	239
LOC105377186	0	0	0	0	0	0
LOC105377187	0	0	0	0	0	0
RNU6-1252P	0	0	0	0	0	0
LOC645415	0	0	0	0	0	0
SKOR1	0	0	0	0	0	0
SKOR2	0	0	0	0	0	0
PLCL1	13	8	9	14	10	8
PLCL2	64	69	34	36	56	48
SGCEP	0	0	0	0	0	0
LOC645405	0	0	0	0	0	0
RNF138P1	0	0	0	0	0	0
RNF138P2	0	0	0	0	0	0
CHCHD3P1	0	0	0	0	0	0
CHCHD3P2	0	0	0	0	0	0
TTLL10	0	0	0	1	0	0
CHCHD3P3	0	0	0	0	0	0
DDX60L	524	290	565	693	530	137
LOC645319	0	0	0	0	0	0
SOX2	0	0	0	0	0	0
LOC645321	0	0	0	0	0	0
SOX3	0	0	0	0	0	0
SOX1	0	0	0	0	0	0
PTGER4P2-CDK2AP2P2	1	0	0	2	0	0
RNU6-1247P	0	0	0	0	0	0
LOC645324	0	0	0	0	0	0
LOC105377159	0	0	0	0	0	0
MIR6888	0	0	0	0	0	0
CA3-AS1	3	4	0	1	2	0
MIR6889	0	0	0	0	0	0
MIR6886	0	0	0	0	0	0
LOC105377155	0	0	0	0	0	0
MIR6887	0	0	0	0	0	0
LOC105377156	0	0	0	0	0	0
MIR6884	0	0	0	0	0	0
LOC105377157	0	0	0	0	0	0
SOX8	1	0	0	0	0	0
MIR6885	0	0	0	0	0	0
SOX9	14	76	7	160	10	281
LOC105377158	0	0	0	0	0	0
SOX6	142	24	50	277	52	18
LOC105377151	0	0	0	0	0	0
MIR6882	0	0	0	0	0	0
SOX7	0	0	3	5	0	2
MIR6883	0	0	0	0	0	0
LOC105377152	0	0	0	0	0	0
SOX4	0	0	0	0	0	0
MIR6880	0	0	0	0	0	0
SOX5	393	370	480	28	472	338
MIR6881	0	0	0	0	0	0
JMJD4	32	40	26	145	32	382
JMJD7	26	17	17	39	14	45
JMJD8	65	71	82	199	35	152
JMJD6	38	62	39	95	64	216
RNU6-1248P	0	0	0	0	0	0
MIR6879	0	0	0	0	0	0
LOC105377148	1	2	0	0	0	0
LOC645314	0	0	0	0	0	0
MIR6877	0	0	0	0	0	0
MIR6878	0	0	0	0	0	0
MIR6875	0	0	0	0	0	0
LOC105377144	1	0	0	0	0	0
MIR6876	0	0	0	0	0	0
TTLL11	25	30	15	47	20	53
MIR6873	0	0	0	0	0	0
LOC105377146	0	0	0	0	0	0
TTLL12	142	341	143	250	124	1527
MIR6874	0	0	0	0	0	0
MIR6871	0	0	0	0	0	0
UGT2A3P7	0	0	0	0	0	0
MIR6872	0	0	0	0	0	0
LOC105377141	0	0	0	0	0	0
LOC105377142	0	0	0	0	0	0
MIR6870	0	0	0	0	0	0
LOC105377143	0	0	0	0	0	0
LOC105377171	0	0	0	0	0	0
LOC105377172	0	0	0	0	0	0
MIR6868	0	0	0	0	0	0
MIR6869	0	0	0	0	0	0
RNU6-1245P	0	0	0	0	0	0
MIR6866	0	0	0	0	0	0
MIR6867	0	0	0	0	0	0
MIR6864	0	0	0	0	0	0
LOC105377177	0	18	0	0	0	0
MIR6865	0	0	0	0	0	0
LOC105377178	0	0	0	0	1	2
LOC105377179	0	0	0	0	0	0
MIR6863	0	0	0	0	0	0
MIR6860	0	0	0	0	0	0
LOC105377173	0	0	0	0	0	0
MIR6861	0	0	0	0	0	0
ROBO2P1	0	0	0	0	0	0
LOC105377174	0	0	0	0	0	0
LOC105377175	0	1	0	0	0	0
LOC105377176	0	0	0	0	0	0
FIS1	290	617	510	334	420	709
LOC105377160	0	0	0	0	0	0
LOC105377161	0	0	1	0	0	0
ZWINT	15	38	26	153	23	193
OCLM	0	0	0	0	1	0
CTD-2201E9.1	0	0	0	0	0	0
OCLN	3	4	34	13	6	22
MIR6857	0	0	0	0	0	0
RNU6-1246P	0	0	0	0	0	0
MIR6858	0	0	0	0	0	0
MIR6855	0	0	0	0	0	0
MIR6856	0	0	0	0	0	0
MIR6853	0	0	0	0	0	0
CREBRF	201	115	134	79	208	95
LOC105377166	4	0	0	0	0	0
MIR6854	0	0	0	0	0	0
LOC105377167	0	0	0	0	0	0
MIR6851	0	0	0	0	0	0
LOC105377168	0	0	0	0	0	0
MIR6852	0	0	0	0	0	0
LOC105377169	0	0	0	0	0	0
LOC105377162	0	0	0	0	0	0
MIR6850	0	0	0	0	0	0
OCM2	0	0	0	0	0	0
CC2D1A	140	246	182	399	173	588
LOC105377164	0	0	0	0	0	0
CC2D1B	152	218	182	500	153	444
LOC105377165	0	0	0	0	5	0
RN7SL769P	0	0	0	0	0	0
LOC105377119	0	0	0	0	0	0
LOC105377115	0	0	0	1	0	0
LOC105377116	0	0	0	1	0	0
LOC105377111	0	0	0	0	0	0
LOC105377112	0	0	0	0	0	0
LOC105377113	0	0	0	0	0	0
LOC105377114	0	0	0	0	0	0
CCHCR1	2	4	4	18	1	21
LOC200772	9	0	19	0	14	0
CC2D2A	116	18	38	154	55	123
CC2D2B	10	7	0	4	4	2
LOC105377110	0	0	0	0	0	0
TOMM70	441	770	468	365	577	327
CST9LP1	0	0	0	0	0	0
CST9LP2	0	0	0	0	0	0
LOC105377109	0	0	0	0	0	0
LOC645357	0	0	0	0	0	0
LOC105377104	0	0	0	0	0	0
LOC105377105	0	0	0	0	0	0
LOC105377106	0	0	0	0	0	0
RNU6-859P	0	0	0	0	0	0
LOC105377100	0	0	0	0	0	0
LOC105377101	0	0	0	0	0	1
LOC105377102	0	0	0	0	0	0
LOC105377103	0	0	0	0	0	0
ATP6V1E1P1	0	0	0	0	0	0
ATP6V1E1P2	0	0	0	0	0	0
ATP6V1E1P3	0	0	0	0	0	0
TOMM40	58	139	36	203	63	726
RN7SL767P	0	0	0	0	0	0
RNU6-1249P	0	0	0	0	0	0
APOBEC3B-AS1	0	0	0	0	0	0
LOC105377137	0	0	0	0	0	0
LOC105377138	0	0	0	0	0	0
LOC645388	0	0	0	0	0	0
LOC105377139	0	0	0	0	0	0
LOC105377134	1	0	0	0	0	0
LOC105377135	0	0	0	0	0	0
LOC105377136	0	1	0	0	0	0
LOC105377130	2	0	0	0	1	0
MIR6890	0	0	0	0	0	0
RN7SL766P	0	0	0	0	0	0
KMT2E-AS1	0	0	0	0	0	0
LOC105377127	0	2	0	0	0	0
LOC105377128	0	0	0	0	0	0
LOC105377123	0	0	1	2	0	0
MIR6895	0	0	0	0	0	0
LOC105377124	0	0	0	0	0	0
LOC105377125	0	0	0	0	0	0
MIR6893	0	0	0	0	0	0
MIR6894	0	0	0	0	0	0
MIR6891	0	0	0	0	0	2
PIK3IP1-AS1	0	0	0	0	0	12
MIR6892	0	0	0	0	0	0
LOC105377121	0	0	0	0	0	0
TOMM20	142	169	104	191	129	607
TOMM22	72	77	100	93	82	886
RNU6-856P	0	0	0	0	0	0
RN7SL764P	0	0	0	0	0	0
TOMM34	28	58	29	76	32	46
OCRL	258	289	265	815	311	190
LOC645397	0	0	0	0	0	0
RNU6-855P	0	0	0	0	0	0
FIZ1	0	0	1	13	1	38
GPR158-AS1	0	0	0	0	0	0
RNU6-858P	0	0	0	0	0	0
RN7SL763P	0	0	0	0	0	0
LAMP1P1	0	0	0	0	0	0
GARSP1	0	0	0	0	0	0
ENKD1	27	14	20	68	16	77
RNU6-857P	0	0	0	0	0	0
RN7SL762P	0	0	0	0	0	0
CREBZF	24	32	14	42	25	15
TUBB8P10	0	0	0	0	0	0
TUBB8P11	0	0	0	0	0	0
LOC283045	0	0	0	0	0	0
TUBB8P12	0	0	0	0	0	0
LOC728195	0	0	0	0	0	0
PLCZ1	0	0	0	0	0	0
SPEG	26	1	1	1247	10	31
RN7SL761P	0	0	0	0	0	0
RNU1-40P	0	0	0	0	0	0
MRPS24P1	0	0	0	0	0	0
CIAPIN1P	0	0	0	0	0	0
RN7SL760P	0	0	0	0	0	0
LOC100507103	4	3	7	4	1	2
SPG7	303	284	374	440	275	1106
LOC100507131	0	0	0	0	0	0
GTSF1L	0	0	0	0	0	0
LOC728175	1	2	2	0	0	0
RNU6-854P	0	0	0	0	0	0
SPEN	292	378	351	651	359	612
RNU1-42P	0	0	0	0	0	0
LOC200726	0	0	0	0	0	0
RNU6-853P	0	0	0	0	0	0
LOC101927446	0	0	0	0	0	0
LOC101927447	0	0	0	0	0	0
LOC101927445	0	0	0	0	0	0
SPI1	17	10	43	68	34	99
RPL13AP25	0	0	0	0	0	0
RPL13AP26	0	0	0	0	0	0
RPL13AP23	0	0	0	0	0	0
LOC101927440	0	0	0	0	0	0
LOC101927441	0	0	0	1	0	0
RPL13AP24	0	0	0	0	0	0
ANAPC1P1	6	0	3	21	2	0
SPIB	0	0	1	1	2	6
SPIC	63	10	34	5	101	1
WI2-87327B8.2	0	0	0	0	0	0
MLYCD	76	75	181	32	108	140
RPL13AP18	0	0	0	0	0	0
LOC101927450	0	0	0	0	0	0
RPL13AP19	0	0	0	0	0	0
ZNF271P	17	25	21	40	29	48
RPL13AP16	0	0	0	0	0	0
RPL13AP17	0	0	1	0	0	0
RPL13AP14	0	0	0	0	0	2
RPL13AP15	0	0	0	0	0	0
LOC101927454	0	0	0	0	0	0
RPL13AP12	0	0	0	0	0	0
LOC101927451	0	0	6	1	3	1
RPL13AP13	0	0	0	0	0	0
LOC101927452	0	0	0	0	0	0
RPL13AP21	0	0	0	0	0	0
RPL13AP22	0	0	0	0	0	0
RPL13AP20	0	0	0	0	0	0
PRDX1P1	0	0	0	0	0	0
LOC101927468	0	0	0	0	0	0
LOC101927469	0	0	0	0	0	0
NLRX1	46	45	64	140	45	72
LOC101927467	0	0	0	0	0	0
KCNMB2-AS1	0	2	2	0	4	0
LOC101927460	0	0	0	0	0	0
LOC101927461	0	0	0	0	0	0
BAZ2A	582	681	571	1393	591	1551
BAZ2B	757	564	558	901	847	200
LOC101927464	0	0	0	0	0	0
AFMID	335	387	373	98	455	712
LOC101927479	5	1	0	4	2	2
LOC101927478	0	0	0	0	0	0
LOC283278	15	28	5	29	21	32
LOC101927472	0	0	0	0	0	0
LOC101927476	0	0	2	2	0	0
LOC101927473	0	0	0	0	0	0
LOC101927474	0	0	0	0	0	0
LOC101927488	0	0	0	0	0	0
DDX12P	43	38	22	185	20	362
LOC101927482	2	1	0	0	0	0
LOC101927483	0	0	0	0	0	0
RNA28S5	0	0	572	161	108	618
LOC101927480	0	0	0	0	0	0
LOC101927481	9	12	16	7	10	3
LOC101927486	0	0	0	0	0	0
OSBPL11	131	172	176	213	202	92
LOC101927484	0	0	0	0	0	0
OSBPL10	48	9	19	120	25	132
MT1XP1	0	0	0	0	0	0
LOC101927490	0	0	0	0	0	0
CSN1S1	0	0	0	0	0	0
LOC101927499	0	0	0	0	0	0
LOC283214	0	0	0	0	0	0
LOC101927494	0	0	0	0	0	0
BAZ1A	345	610	467	896	573	952
BAZ1B	380	598	500	1180	565	936
LOC101927497	0	0	0	0	0	0
LOC101927495	0	0	0	0	0	0
LOC101927496	0	0	0	0	0	0
INCENP	26	40	51	303	39	510
MIRLET7DHG	0	0	0	0	0	0
ZSWIM1	4	2	2	7	0	2
ODC1	132	291	114	371	157	940
LOC645937	0	0	0	0	0	0
ABCB11	924	1602	2123	40	1429	22
LOC645938	0	0	0	0	0	0
ZSWIM8	523	637	571	737	594	1181
SPOP	212	260	193	303	255	232
SPP1	280	27	27	2238	158	4958
SPP2	794	2289	940	9	1568	0
ZSWIM6	162	105	102	266	196	99
ZSWIM7	36	24	53	20	34	22
ZSWIM4	20	25	7	205	14	139
IGHV3-64D	0	0	0	0	0	0
ZSWIM5	13	15	5	74	27	96
ZSWIM2	0	0	0	0	0	0
ZSWIM3	4	12	3	5	8	3
ODAM	1	0	0	0	0	0
TSPY10	0	0	0	0	0	0
ABCB10	121	214	163	286	132	261
SLCO3A1	41	33	16	186	42	120
CASC8	0	0	0	0	0	0
CASC9	0	0	0	0	0	0
CASC6	0	0	0	0	0	0
CASC4	403	460	507	841	497	296
MPV17L2	12	24	15	24	10	41
CASC5	54	184	52	253	87	54
